contrast,location,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1e-09,1,227,3,14,right,0.9247726250032429,None,14,3,227,1,259.8733532920014,,,,259.86521029198775,260.4616429589805,261.39203408398316,right,0.9247726250032429,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,1,228,4,14,right,0.8161989579966757,None,14,4,228,6,261.3998737919901,,,,261.39375858398853,261.9901321250072,262.80935424999916,right,0.8161989579966757,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,1,229,5,14,right,0.6583500829874538,None,14,5,229,3,262.81755720899673,,,,262.81107216698,263.4069116669998,264.0755715839914,right,0.6583500829874538,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,-1,230,6,14,left,0.6712978330033366,None,14,6,230,10,264.0827370839834,,,,264.0774487500021,264.6738807919901,265.3587721250078,left,0.6712978330033366,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,1,231,7,14,right,0.838307916012127,None,14,7,231,0,265.36708941700635,,,,265.36061987499124,265.9568609169801,266.8094278339995,right,0.838307916012127,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.001,-1,232,8,14,left,0.5241482499986887,None,14,8,232,12,266.8181809170055,,,,266.8114544590062,267.4070377500029,267.9420417090005,left,0.5241482499986887,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.01,-1,233,9,14,left,0.6548244990117382,None,14,9,233,13,267.95069745898945,,,,267.94381924998015,268.5402777919953,269.20886495898594,left,0.6548244990117382,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,1,234,10,14,right,0.6652593750040978,None,14,10,234,7,269.217528499983,,,,269.21066362498095,269.80687020899495,270.4765327500063,right,0.6652593750040978,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-05,-1,235,11,14,right,0.871407917002216,None,14,11,235,11,270.4848102919932,,,,270.47827074999805,271.07361958399997,271.94653200000175,right,0.871407917002216,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1e-07,1,236,12,14,left,0.9124155410099775,None,14,12,236,2,271.95678199999384,,,,271.9481875000056,272.5446168339986,273.4596095419838,left,0.9124155410099775,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.1,-1,237,13,14,left,0.5257380830007605,None,14,13,237,14,273.46799966698745,,,,273.46139058397966,274.0573772919888,274.5919363340072,left,0.5257380830007605,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
0.0,-1,238,14,14,left,0.5486337080074009,None,14,14,238,8,274.60047237499384,,,,274.59376966700074,275.1903551669966,275.7427332919906,left,0.5486337080074009,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
1.0,-1,239,15,14,left,0.72987650000141,None,14,15,239,15,275.75190191698493,,,,275.744472499995,276.3402082499815,277.0762257919996,left,0.72987650000141,None,demo,001,2025-01-06_23h01.49.058,forced_choice,2024.2.4,None,2025-01-06 23h01.56.246581 -0500,
