contrast,location,cpd,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1e-08,1,2,190,50,2,left,0.4027240830473602,None,2,50,190,14,183.4354112080764,,,,183.4310152910184,184.029600125039,184.43435687501915,left,0.4027240830473602,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,8,191,51,2,right,0.25180991599336267,None,2,51,191,48,184.4455250829924,,,,184.43645675003063,185.04651941603515,185.31550279108342,right,0.25180991599336267,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,1,192,52,2,right,0.404894249048084,None,2,52,192,11,185.32914508297108,,,,185.31778058304917,185.91237170808017,186.3313544159755,right,0.404894249048084,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,2,193,53,2,left,0.31619733304250985,None,2,53,193,18,186.34015462500975,,,,186.33379437506665,186.92905879102182,187.24817420798354,left,0.31619733304250985,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,16,194,54,2,right,0.5002982079749927,None,2,54,194,59,187.2567701250082,,,,187.25043900008313,187.84492445806973,188.3519151250366,right,0.5002982079749927,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,1,195,55,2,left,0.39423787500709295,None,2,55,195,12,188.36119108297862,,,,188.3532709160354,188.95003295806237,189.3478785409825,left,0.39423787500709295,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,8,196,56,2,left,0.44742570794187486,None,2,56,196,52,189.35647958307527,,,,189.35025504103396,189.94576654105913,190.3977792080259,left,0.44742570794187486,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,16,197,57,2,left,0.505387083045207,None,2,57,197,65,190.41227412503213,,,,190.40021183306817,190.9957467080094,191.51408604101744,left,0.505387083045207,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,2,198,58,2,left,0.4749369160272181,None,2,58,198,23,191.520087541081,,,,191.5156392910285,192.1123252500547,192.59829145797994,left,0.4749369160272181,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,8,199,59,2,left,0.5439933739835396,None,2,59,199,42,192.60657075000927,,,,192.6006860830821,193.19526987499557,193.74814133299515,left,0.5439933739835396,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,1,200,60,2,right,0.4563197500538081,None,2,60,200,1,193.7566751660779,,,,193.750599791063,194.3458051250782,194.81438212504145,right,0.4563197500538081,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,8,201,61,2,right,0.39350033295340836,None,2,61,201,44,194.829365957994,,,,194.81634075008333,195.41253704100382,195.81261479097884,right,0.39350033295340836,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,4,202,62,2,right,0.3827532500727102,None,2,62,202,33,195.81840858305804,,,,195.81390737497713,196.41130387503654,196.79747462505475,right,0.3827532500727102,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,16,203,63,2,left,0.5774667909136042,None,2,63,203,60,196.80392795801163,,,,196.7993285410339,197.39553258300293,197.9803836659994,left,0.5774667909136042,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,16,204,64,2,left,0.33826841600239277,None,2,64,204,68,197.98669979104307,,,,197.9820555410115,198.5797802080633,198.932453458081,left,0.33826841600239277,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,1,205,65,2,left,0.2974161660531536,None,2,65,205,4,198.94072029099334,,,,198.93458400003146,199.5290733750444,199.8314800830558,left,0.2974161660531536,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,4,206,66,2,right,0.3410914170090109,None,2,66,206,32,199.8455111660296,,,,199.83375600003637,200.42884704098105,200.7715724160662,right,0.3410914170090109,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,1,207,67,2,right,0.4848547079600394,None,2,67,207,9,200.77765200007707,,,,200.77312683302443,201.3801522080321,201.86959133297205,right,0.4848547079600394,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,16,208,68,2,left,0.46663187397643924,None,2,68,208,64,201.87875933304895,,,,201.8709133330267,202.46225550002418,202.93166175007354,left,0.46663187397643924,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,8,209,69,2,left,0.3762407499598339,None,2,69,209,54,202.94038008304778,,,,202.9339802080067,203.54565650003497,203.92978362506256,left,0.3762407499598339,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,8,210,0,3,left,0.37459900008980185,None,3,0,210,55,203.93551416601986,,,,203.93137474998366,204.52821470797062,204.91287250001915,left,0.37459900008980185,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,8,211,1,3,left,0.2810620830859989,None,3,1,211,52,204.91885379108135,,,,204.9143207500456,205.4998098750366,205.78571316599846,left,0.2810620830859989,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,1,212,2,3,left,0.5551365409046412,None,3,2,212,9,205.79434783302713,,,,205.78766274999361,206.37867641600315,206.93956591608003,left,0.5551365409046412,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,1,213,3,3,left,0.5324823750415817,None,3,3,213,0,206.96214220800903,,,,206.94089391606394,207.54631700005848,208.0834206660511,left,0.5324823750415817,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,8,214,4,3,left,0.4176725830184296,None,3,4,214,53,208.09540045808535,,,,208.08470658306032,208.67909512505867,209.1012251250213,left,0.4176725830184296,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,4,215,5,3,right,0.4068374579073861,None,3,5,215,34,209.1120580410352,,,,209.10367379104719,209.69994099996984,210.11399312503636,right,0.4068374579073861,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,8,216,6,3,left,0.38911900005768985,None,3,6,216,54,210.12325575004797,,,,210.1164520829916,210.72959029104095,211.13115375000052,left,0.38911900005768985,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,16,217,7,3,left,0.42122595803812146,None,3,7,217,57,211.14538895804435,,,,211.13304283306934,211.750412666006,212.1794376660837,left,0.42122595803812146,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,1,218,8,3,left,0.2773742489516735,None,3,8,218,12,212.1853333329782,,,,212.18067516607698,212.7662634580629,213.0461165830493,left,0.2773742489516735,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,16,219,9,3,left,0.3495680829510093,None,3,9,219,65,213.05111133307219,,,,213.0473480829969,213.6360672910232,213.99816795799416,left,0.3495680829510093,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,16,220,10,3,left,0.44448654202278703,None,3,10,220,68,214.0124887500424,,,,214.0002289999975,214.5952842499828,215.0479250830831,left,0.44448654202278703,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,4,221,11,3,left,0.3398104999214411,None,3,11,221,29,215.05680183297954,,,,215.05021229106933,215.64570025005378,215.99820591602474,left,0.3398104999214411,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,8,222,12,3,right,0.5350212919292971,None,3,12,222,47,216.0068332500523,,,,216.0005978330737,216.5955534579698,217.13498095807154,right,0.5350212919292971,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,4,223,13,3,left,0.3305824580602348,None,3,13,223,38,217.14526174997445,,,,217.13739208306652,217.7339786250377,218.06890745798592,left,0.3305824580602348,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,8,224,14,3,left,0.37578012503217906,None,3,14,224,42,218.07868595805485,,,,218.0709567500744,218.66678241605405,219.0481850830838,left,0.37578012503217906,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,2,225,15,3,right,0.3384244160261005,None,3,15,225,19,219.06222295807675,,,,219.05039420805406,219.64605879108422,219.9968613750534,right,0.3384244160261005,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,4,226,16,3,right,0.3314982079900801,None,3,16,226,36,220.00339304096997,,,,219.99872104101814,220.59495166607667,220.9300282499753,right,0.3314982079900801,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,16,227,17,3,right,0.6285367080708966,None,3,17,227,58,220.9378078330774,,,,220.93174041598104,221.52889087505173,222.16429895802867,right,0.6285367080708966,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,1,228,18,3,left,0.7467074580490589,None,3,18,228,2,222.17930591607,,,,222.16629020799883,222.7626861250028,223.5143023750279,left,0.7467074580490589,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,8,229,19,3,left,0.40161045792046934,None,3,19,229,50,223.52298304100987,,,,223.51625312503893,224.11206591606606,224.51884312496986,left,0.40161045792046934,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,1,230,20,3,left,0.37276316608767956,None,3,20,230,11,224.52833925001323,,,,224.521007708041,225.11679445800837,225.49768041598145,left,0.37276316608767956,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,4,231,21,3,left,0.28452095796819776,None,3,21,231,40,225.50613270804752,,,,225.49999020807445,226.09576766600367,226.38496066606604,left,0.28452095796819776,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,2,232,22,3,left,0.28193433303385973,None,3,22,232,27,226.39538524998352,,,,226.38711145799607,226.983414416085,227.26868112501688,left,0.28193433303385973,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,4,233,23,3,left,0.4744192489888519,None,3,23,233,39,227.277564750053,,,,227.27109220798593,227.86686741607264,228.3462535829749,left,0.4744192489888519,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,8,234,24,3,right,0.4354236250510439,None,3,24,234,48,228.3516046659788,,,,228.34780145797413,228.94481183297466,229.3983550410485,right,0.4354236250510439,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,4,235,25,3,right,0.3187756659463048,None,3,25,235,35,229.41214404103812,,,,229.4004095409764,229.99556654097978,230.31850004103035,right,0.3187756659463048,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,2,236,26,3,right,0.41194808308500797,None,3,26,236,20,230.3277138749836,,,,230.32057812507264,230.91632458299864,231.3317093750229,right,0.41194808308500797,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,16,237,27,3,left,0.33627954206895083,None,3,27,237,67,231.33973170805257,,,,231.3338037499925,231.92890170798637,232.26801895804238,left,0.33627954206895083,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,1,238,28,3,left,0.31085737398825586,None,3,28,238,8,232.27860262501054,,,,232.27048070798628,232.86238516599406,233.1815078330692,left,0.31085737398825586,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,2,239,29,3,left,0.43519562494475394,None,3,29,239,17,233.1898234160617,,,,233.18360550003126,233.77891366602853,234.2176936659962,left,0.43519562494475394,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,-1,2,240,30,3,left,0.4526132909813896,None,3,30,240,26,234.22852758306544,,,,234.21998133300804,234.8124819160439,235.26796229102183,left,0.4526132909813896,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,1,241,31,3,right,0.4692924580303952,None,3,31,241,6,235.2786663749721,,,,235.27029408304952,235.86681470798794,236.3464187500067,right,0.4692924580303952,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,16,242,32,3,right,0.39927491592243314,None,3,32,242,56,236.3521098330384,,,,236.34802304103505,236.94477366597857,237.34629158303142,right,0.39927491592243314,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,8,243,33,3,left,0.3835339160868898,None,3,33,243,43,237.35389020806178,,,,237.3479413749883,237.93351112504024,238.33111708296929,left,0.3835339160868898,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,-1,2,244,34,3,left,0.5020737079903483,None,3,34,244,25,238.33825550007168,,,,238.3334724160377,238.92896183300763,239.44783870805986,left,0.5020737079903483,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,1,245,35,3,right,0.3272093740524724,None,3,35,245,5,239.4555913329823,,,,239.4502492500469,240.04577845800668,240.3807902080007,right,0.3272093740524724,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,4,246,36,3,left,0.33962995803449303,None,3,36,246,37,240.38946379104163,,,,240.38277395803016,240.97935012506787,241.33066829107702,left,0.33962995803449303,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,4,247,37,3,left,0.34901562496088445,None,3,37,247,30,241.33912775001954,,,,241.3327942910837,241.9289975410793,242.28151620808057,left,0.34901562496088445,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,2,248,38,3,left,0.35201429098378867,None,3,38,248,14,242.28951462497935,,,,242.2838551250752,242.89589608297683,243.25033341604285,left,0.35201429098378867,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,1,249,39,3,left,0.36938462406396866,None,3,39,249,10,243.26205450005364,,,,243.25254383299034,243.84550387505442,244.2183163750451,left,0.36938462406396866,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,16,250,40,3,left,0.41586949897464365,None,3,40,250,63,244.22868841607124,,,,244.21979320805985,244.8150347910123,245.23313187505119,left,0.41586949897464365,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,2,251,41,3,left,0.5780459999805316,None,3,41,251,24,245.24462424998637,,,,245.23512937501073,245.82891458307859,246.41484595800284,left,0.5780459999805316,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,4,252,42,3,left,0.41950112499762326,None,3,42,252,31,246.4228012500098,,,,246.41710225003771,247.0123425410129,247.4485708749853,left,0.41950112499762326,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,8,253,43,3,left,0.5229078750126064,None,3,43,253,45,247.46246562502347,,,,247.45070333301555,248.0489265830256,248.58104158297647,left,0.5229078750126064,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,16,254,44,3,right,0.4458601250080392,None,3,44,254,59,248.58979787502903,,,,248.5828946250258,249.17891862499528,249.629533624975,right,0.4458601250080392,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,16,255,45,3,left,0.46192920801695436,None,3,45,255,64,249.63600066606887,,,,249.63117725006305,250.21687345800456,250.68178987503052,left,0.46192920801695436,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,-1,16,256,46,3,left,0.48180887498892844,None,3,46,256,66,250.6953780830372,,,,250.68388720799703,251.2959224160295,251.78148354100995,left,0.48180887498892844,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,1,257,47,3,left,0.3223359580151737,None,3,47,257,1,251.7888001250103,,,,251.78404050006066,252.37933799996972,252.7127269579796,left,0.3223359580151737,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,2,258,48,3,left,0.43499058298766613,None,3,48,258,18,252.71853412501514,,,,252.71395416604355,253.298675750033,253.74742350005545,left,0.43499058298766613,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,4,259,49,3,right,0.37254824896808714,None,3,49,259,33,253.7558407500619,,,,253.749557916075,254.34610054106452,254.730910415994,right,0.37254824896808714,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,2,260,50,3,right,0.22415833303239197,None,3,50,260,23,254.73974279104732,,,,254.73333249997813,255.3284358329838,255.56485058297403,right,0.22415833303239197,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,1,16,261,51,3,right,0.1169882919639349,None,3,51,261,62,255.57383450004272,,,,255.56710291607305,256.16260508308187,256.2846532909898,right,0.1169882919639349,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,4,262,52,3,right,0.570640082936734,None,3,52,262,32,256.2952750000404,,,,256.2869775000727,256.8839873750694,257.46487025008537,right,0.570640082936734,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,16,263,53,3,right,0.4363030409440398,None,3,53,263,61,257.47346395801287,,,,257.4673043329967,258.0622317499947,258.51416145800613,right,0.4363030409440398,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,1,2,264,54,3,left,0.36531070806086063,None,3,54,264,15,258.5226222500205,,,,258.5165612499695,259.1122347500641,259.4824125410523,left,0.36531070806086063,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,-1,8,265,55,3,left,0.4353768330765888,None,3,55,265,51,259.49002887506504,,,,259.4846463750582,260.0791122909868,260.517300541047,left,0.4353768330765888,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,2,266,56,3,left,0.44337362505029887,None,3,56,266,21,260.52884062507655,,,,260.51941670803353,261.1151374580804,261.56277337507345,left,0.44337362505029887,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,1,267,57,3,left,0.37405829096678644,None,3,57,267,13,261.56876241602004,,,,261.5643277079798,262.1506174580427,262.5306101250462,left,0.37405829096678644,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,8,268,58,3,left,0.29222012404352427,None,3,58,268,49,262.5385338329943,,,,262.53264508303255,263.12921350006945,263.43079870799556,left,0.29222012404352427,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,16,269,59,3,left,0.17821458308026195,None,3,59,269,60,263.4460217910819,,,,263.4326167079853,264.02922637504525,264.21418624999933,left,0.17821458308026195,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,2,270,60,3,right,0.4472122909501195,None,3,60,270,16,264.2224395830417,,,,264.21626179106534,264.8122350410558,265.26441429101396,right,0.4472122909501195,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.001,1,1,271,61,3,right,0.4071512490045279,None,3,61,271,3,265.2726009580074,,,,265.26672287506517,265.8622030830011,266.2718457080191,right,0.4071512490045279,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.0001,1,8,272,62,3,right,0.3949323749402538,None,3,62,272,44,266.2866119160317,,,,266.27379987505265,266.86646062508225,267.2649402500829,right,0.3949323749402538,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,8,273,63,3,right,0.4368884990690276,None,3,63,273,46,267.27360333304387,,,,267.26704862504266,267.8624200409977,268.3013396250317,right,0.4368884990690276,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,4,274,64,3,left,0.4779890419449657,None,3,64,274,41,268.3118221249897,,,,268.30380008299835,268.898292916012,269.3793612080626,left,0.4779890419449657,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,4,275,65,3,left,0.42714187502861023,None,3,65,275,28,269.38514662499074,,,,269.38073645799886,269.9671528330073,270.39799020800274,left,0.42714187502861023,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,2,276,66,3,left,0.5715775830904022,None,3,66,276,22,270.40719300007913,,,,270.4004602499772,270.99563658307306,271.5818958330201,left,0.5715775830904022,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,16,277,67,3,left,0.4710858330363408,None,3,67,277,69,271.59124387498014,,,,271.58439229102805,272.1790957499761,272.6643382910406,left,0.4710858330363408,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,-1,1,278,68,3,left,0.44301837496459484,None,3,68,278,7,272.6737002080772,,,,272.6672272500582,273.27935533307027,273.73086116602644,left,0.44301837496459484,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,1,279,69,3,right,0.44539787503890693,None,3,69,279,4,273.74001254106406,,,,273.7333773750579,274.328903958085,274.78159837506246,right,0.44539787503890693,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.01,1,16,280,0,4,right,0.5673372079618275,None,4,0,280,60,274.78952629107516,,,,274.78393754106946,275.37880425003823,275.95190937502775,right,0.5673372079618275,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-08,1,8,281,1,4,left,0.5315420830156654,None,4,1,281,42,275.9618067910196,,,,275.9542727910448,276.54857145796996,277.0826036250219,left,0.5315420830156654,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,16,282,2,4,left,0.38433074892964214,None,4,2,282,69,277.09451191604603,,,,277.08398454100825,277.6827577910153,278.07989016606007,left,0.38433074892964214,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1.0,-1,8,283,3,4,left,0.30862137500662357,None,4,3,283,55,278.08588154101744,,,,278.08138637500815,278.6794924159767,278.99795783299487,left,0.30862137500662357,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
1e-06,-1,1,284,4,4,left,0.3403657500166446,None,4,4,284,8,279.00650279107504,,,,278.9997560409829,279.5956560410559,279.94760800001677,left,0.3403657500166446,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
0.1,1,8,285,5,4,right,0.3312443749746308,None,4,5,285,47,279.9554693750106,,,,279.94997462502215,280.54680091608316,280.88026970799547,right,0.3312443749746308,None,demo,001,2025-02-03_14h11.15.662,contrast_sensitivity,2024.2.4,None,2025-02-03 14h11.22.738845 -0500,
