contrast,location,cpd,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_experiment.started,begin_experiment.stopped,trial.started,response.started,trial.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1.0,1,1,22,22,0,right,0.04858512501232326,None,0,22,22,6,19.935477667022496,,,,19.930891957948916,20.52840245794505,20.581625499995425,right,0.04858512501232326,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,4,23,23,0,left,0.06082366604823619,None,0,23,23,41,20.59060908295214,,,,20.58433787501417,21.17850024998188,21.24772658292204,left,0.06082366604823619,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,4,24,24,0,left,0.21800375008024275,None,0,24,24,39,21.255954958032817,,,,21.249964999966323,21.84519820800051,22.070796707994305,left,0.21800375008024275,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,1,25,25,0,left,0.3005334580084309,None,0,25,25,1,22.077225791988894,,,,22.07273129199166,22.664603332988918,22.979385082959197,left,0.3005334580084309,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,16,26,26,0,left,0.5833730410085991,None,0,26,26,59,22.984583291923627,,,,22.98077620798722,23.566800124943256,24.163731958018616,left,0.5833730410085991,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,16,27,27,0,left,0.2872529160231352,None,0,27,27,69,24.172811417025514,,,,24.16576087498106,24.76183629198931,25.05041404196527,left,0.2872529160231352,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,4,28,28,0,left,0.1518944159615785,None,0,28,28,32,25.061535416985862,,,,25.052021667012013,25.64517629193142,25.80159641697537,left,0.1518944159615785,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,16,29,29,0,left,0.10941112495493144,None,0,29,29,56,25.810525999986567,,,,25.80391062493436,26.399642832926475,26.514413916971534,left,0.10941112495493144,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,2,30,30,0,left,0.6545132920145988,None,0,30,30,16,26.52202766702976,,,,26.516599541995674,27.117516292026266,27.779839708004147,left,0.6545132920145988,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,4,31,31,0,left,0.14978633308783174,None,0,31,31,38,27.78677054203581,,,,27.781815625028685,28.37928729201667,28.53466895793099,left,0.14978633308783174,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,8,32,32,0,left,0.0797655830392614,None,0,32,32,53,28.544888542033732,,,,28.536887708003633,29.1332630419638,29.23126533301547,left,0.0797655830392614,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,16,33,33,0,left,0.09745558304712176,None,0,33,33,60,29.24549549992662,,,,29.23330454202369,29.82753574999515,29.92940170795191,left,0.09745558304712176,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,1,34,34,0,left,0.18840566696599126,None,0,34,34,2,29.934587916941382,,,,29.930784791940823,30.5275267920224,30.729953333036974,left,0.18840566696599126,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,4,35,35,0,left,0.26314562500920147,None,0,35,35,36,30.73735437495634,,,,30.73170529201161,31.32886804197915,31.597224083030596,left,0.26314562500920147,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,2,36,36,0,left,0.24364704207982868,None,0,36,36,25,31.606042083003558,,,,31.59973712498322,32.19535358296707,32.44784212496597,left,0.24364704207982868,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,1,37,37,0,left,0.15791116596665233,None,0,37,37,13,32.456934083020315,,,,32.45012720802333,33.04509699996561,33.21401691692881,left,0.15791116596665233,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,1,38,38,0,right,0.32888266595546156,None,0,38,38,5,33.222686041961424,,,,33.21605612500571,33.81191049993504,34.147391207981855,right,0.32888266595546156,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,2,39,39,0,right,0.2639212500071153,None,0,39,39,20,34.156090916949324,,,,34.14931766700465,34.74514224997256,35.014500207966194,right,0.2639212500071153,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,8,40,40,0,left,0.11474258301313967,None,0,40,40,52,35.0225303749321,,,,35.01676799997222,35.61211408302188,35.730747999972664,left,0.11474258301313967,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,8,41,41,0,left,0.25736066699028015,None,0,41,41,55,35.73917016701307,,,,35.73296837497037,36.3284826669842,36.59774087497499,left,0.25736066699028015,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,1,42,42,0,left,0.18661837500985712,None,0,42,42,4,36.606257917010225,,,,36.599859624984674,37.19523804192431,37.40028016699944,left,0.18661837500985712,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,1,43,43,0,left,0.13672458298970014,None,0,43,43,10,37.41181833297014,,,,37.40160870796535,37.99805154197384,38.14560062496457,left,0.13672458298970014,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,16,44,44,0,left,0.0587518330430612,None,0,44,44,64,38.15173929196317,,,,38.147172458004206,38.733073957962915,38.79759629198816,left,0.0587518330430612,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,8,45,45,0,left,0.04460345802363008,None,0,45,45,45,38.806512458017096,,,,38.799698333023116,39.39525316702202,39.44717108295299,left,0.04460345802363008,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,2,46,46,0,left,0.3986426240298897,None,0,46,46,21,39.45562345802318,,,,39.4502932500327,40.04511125001591,40.44648404198233,left,0.3986426240298897,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,8,47,47,0,left,0.1650609999196604,None,0,47,47,54,40.46324895799626,,,,40.44760816695634,41.04573533299845,41.21268716698978,left,0.1650609999196604,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,2,48,48,0,left,0.1825899159302935,None,0,48,48,15,41.21895491692703,,,,41.21450958296191,41.81211699999403,41.9978795000352,left,0.1825899159302935,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,8,49,49,0,right,0.21036937402095646,None,0,49,49,47,42.00538529199548,,,,42.0001443750225,42.59535808302462,42.81418841693085,right,0.21036937402095646,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,2,50,50,0,right,0.7343484580051154,None,0,50,50,22,42.82200912502594,,,,42.81651699997019,43.412267999956384,44.151803624932654,right,0.7343484580051154,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,16,51,51,0,left,0.6505796250421554,None,0,51,51,63,44.1618315000087,,,,44.153680666931905,44.749047707999125,45.41381837497465,left,0.6505796250421554,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,4,52,52,0,left,0.418739749933593,None,0,52,52,40,45.422676166985184,,,,45.41589262499474,46.010846707969904,46.432447957922705,left,0.418739749933593,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,1,53,53,0,left,0.4590426249196753,None,0,53,53,0,46.44406374997925,,,,46.433612999971956,47.02856433298439,47.49733112496324,left,0.4590426249196753,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,8,54,54,0,right,0.14558433298952878,None,0,54,54,48,47.50589387502987,,,,47.499187291949056,48.09513924992643,48.24771291692741,right,0.14558433298952878,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,1,2,55,55,0,left,1.1304166249465197,None,0,55,55,18,48.255235958029516,,,,48.25002375000622,48.84513154195156,49.980697999941185,left,1.1304166249465197,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,1,56,56,0,left,0.6727619579760358,None,0,56,56,11,49.98829862498678,,,,49.98268533300143,50.578724166960455,51.26483079197351,left,0.6727619579760358,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,8,57,57,0,right,0.4029474160633981,None,0,57,57,44,51.27330524998251,,,,51.266911957995035,51.861595917027444,52.267698667012155,right,0.4029474160633981,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,16,58,58,0,left,0.4852786670671776,None,0,58,58,67,52.278313042013906,,,,52.269876417005435,52.86618345801253,53.364249374950305,left,0.4852786670671776,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,16,59,59,0,left,0.7632483739871532,None,0,59,59,58,53.37295379198622,,,,53.36636208300479,53.961134832934476,54.729311708011664,left,0.7632483739871532,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,1,60,60,0,left,0.2073487079469487,None,0,60,60,12,54.734663416980766,,,,54.73105504200794,55.31721849995665,55.530504249967635,left,0.2073487079469487,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,16,61,61,0,left,0.1800504579441622,None,0,61,61,66,55.538508208002895,,,,55.532793874968775,56.128341375035234,56.31432920799125,left,0.1800504579441622,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,8,62,62,0,left,0.20994720794260502,None,0,62,62,49,56.3213741669897,,,,56.31718891696073,56.911586083006114,57.13086587493308,left,0.20994720794260502,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,16,63,63,0,left,0.3826577499276027,None,0,63,63,65,57.13872020796407,,,,57.1331481669331,57.72866233298555,58.11387979192659,left,0.3826577499276027,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,8,64,64,0,right,0.06820400001015514,None,0,64,64,42,58.12328291696031,,,,58.116414792020805,58.7171209580265,58.798114666948095,right,0.06820400001015514,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,2,65,65,0,left,0.34324624901637435,None,0,65,65,17,58.80640437500551,,,,58.80060141696595,59.395143874920905,59.746968999970704,left,0.34324624901637435,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,4,66,66,0,left,0.5161196659319103,None,0,66,66,28,59.75587354192976,,,,59.74967699998524,60.34517041698564,60.864150124951266,left,0.5161196659319103,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,16,67,67,0,right,0.8721719580935314,None,0,67,67,57,60.87852487503551,,,,60.86641720798798,61.46202720794827,62.34630066703539,right,0.8721719580935314,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,8,68,68,0,left,0.5700226250337437,None,0,68,68,43,62.35229474992957,,,,62.34779320796952,62.94516300002579,63.518195000011474,left,0.5700226250337437,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,4,69,69,0,right,0.43885666702408344,None,0,69,69,33,63.52736629196443,,,,63.52031979197636,64.11649595794734,64.56392266694456,right,0.43885666702408344,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,8,70,0,1,left,0.36534691601991653,None,1,0,70,54,64.5725309579866,,,,64.56639887497295,65.16183383297175,65.5307039580075,left,0.36534691601991653,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,16,71,1,1,left,0.6876021239440888,None,1,1,71,63,65.53845058300067,,,,65.5327867079759,66.12850695801899,66.817905416945,left,0.6876021239440888,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,1,2,72,2,1,right,0.43429316603578627,None,1,2,72,16,66.82816537492909,,,,66.82029291696381,67.41480758297257,67.85080499993637,right,0.43429316603578627,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,16,73,3,1,right,0.8185022079851478,None,1,3,73,59,67.8615372920176,,,,67.85299412498716,68.44554979202803,69.26733270799741,right,0.8185022079851478,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,4,74,4,1,right,0.3626263329060748,None,1,4,74,34,69.27808037493378,,,,69.26965929195285,69.94979208300356,70.31596545793582,right,0.3626263329060748,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,1,8,75,5,1,right,0.3324696240015328,None,1,5,75,43,70.32725429197308,,,,70.31704670796171,70.91456062498037,71.25060508295428,right,0.3324696240015328,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-06,-1,1,76,6,1,left,0.37836237507872283,None,1,6,76,8,71.26163208298385,,,,71.25349833292421,71.84966933296528,72.23137724993285,left,0.37836237507872283,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,1,16,77,7,1,left,0.3945296249585226,None,1,7,77,56,72.24002495792229,,,,72.23333704192191,72.82860100001562,73.23119337495882,left,0.3945296249585226,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,4,78,8,1,left,0.561869457946159,None,1,8,78,35,73.23936424998101,,,,73.23366616701242,73.84912304196041,74.41423358302563,left,0.561869457946159,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,1,1,79,9,1,right,0.11811929102987051,None,1,9,79,6,74.42331929202192,,,,74.4163947920315,75.011824416928,75.13351133302785,right,0.11811929102987051,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,4,80,10,1,left,0.25238070799969137,None,1,10,80,38,75.14412720792461,,,,75.13484187494032,75.73469716694672,75.99731050000992,left,0.25238070799969137,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,1,1,81,11,1,left,0.35968058300204575,None,1,11,81,3,76.01186691701878,,,,75.9995095829945,76.5953462079633,76.96431016700808,left,0.35968058300204575,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,4,82,12,1,left,0.298927583033219,None,1,12,82,37,76.97246175003238,,,,76.96661533298902,77.5619720419636,77.86490816692822,left,0.298927583033219,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,4,83,13,1,right,0.15051370789296925,None,1,13,83,33,77.87870891694911,,,,77.86708841694053,78.46129391703289,78.61532779200934,right,0.15051370789296925,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1e-08,-1,2,84,14,1,left,0.13705074996687472,None,1,14,84,21,78.6276259579463,,,,78.61663804203272,79.21177654201165,79.35118537500966,left,0.13705074996687472,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
1.0,-1,1,85,15,1,left,0.1869729170575738,None,1,15,85,13,79.36151316692121,,,,79.35361266694963,79.94999358302448,80.14753808302339,left,0.1869729170575738,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,8,86,16,1,right,0.16275395802222192,None,1,16,86,47,80.15614329196978,,,,80.14983904198743,80.74506808293518,80.91380400001071,right,0.16275395802222192,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.001,-1,8,87,17,1,left,0.1510801250115037,None,1,17,87,52,80.92127149994485,,,,80.91590608295519,81.51170541695319,81.66764641692862,left,0.1510801250115037,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,1,88,18,1,left,0.18374266591854393,None,1,18,88,9,81.67821187502705,,,,81.66987204202451,82.26700391701888,82.46471416694112,left,0.18374266591854393,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.01,-1,16,89,19,1,left,0.20950662507675588,None,1,19,89,67,82.47250916692428,,,,82.46687204192858,83.0622516250005,83.28014033299405,left,0.20950662507675588,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,16,90,20,1,right,0.02514312497805804,None,1,20,90,61,83.28646745800506,,,,83.28224720794242,83.89575341693126,83.9308070000261,right,0.02514312497805804,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,1,2,91,21,1,right,0.004872498917393386,None,1,21,91,19,83.94836199993733,,,,83.93308045796584,84.52880324993748,84.53568924998399,right,0.004872498917393386,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.1,-1,2,92,22,1,left,0.06888991594314575,None,1,22,92,26,84.54389674996492,,,,84.53786749998108,85.13286170794163,85.21376933297142,left,0.06888991594314575,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
0.0001,-1,16,93,23,1,left,0.06290170806460083,None,1,23,93,65,85.22248754196335,,,,85.21629399992526,85.8118204579223,85.88056550000329,left,0.06290170806460083,None,demo,001,2025-02-03_14h57.04.486,contrast_sensitivity,2024.2.4,None,2025-02-03 14h57.12.349030 -0500,
